story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
7cbbc0af-bcce-4f56-871d-963f9bb6a99d,I tried going to the park the other day.,The weather seemed nice enough for a walk.,But the weather was too rainy for a walk.,Within minutes of getting there I started sneezing. My eyes were watery and it was hard to breathe. My allergies were too bad and I had to go back home.,Within minutes of getting there I started shivering My eyes were blurry and it was hard to breathe. My clothes were too wet and I had to go back home.,"shivering, blurry, clothes, wet"
7cbbc0af-bcce-4f56-871d-963f9bb6a99d,I tried going to the park the other day.,The weather seemed nice enough for a walk.,But the weather was too rainy for a walk.,Within minutes of getting there I started sneezing. My eyes were watery and it was hard to breathe. My allergies were too bad and I had to go back home.,"After few minutes of waiting, the weather became better. The sun started to show up. Making it a perfect day for me to go for a walk to the park.","became, Making, few, walk, me, perfect, weather, the, waiting,, The, up., show, day, for, After, sun, park., a, better."
551587c8-85b4-4413-b49b-84ac3a631777,The rich man went to the auction.,No one dared to out bid him because they knew they would lose.,He only went to see what people would pay for the painting he's auctioning for charity.,The rich man bought everything that was up for auction. All the other people got mad that they couldn't win anything. The rich man was hated.,The rich man did not buy anything that was up for auction. All the other people did not get mad that he didn't buy anything. The rich man was liked.,"not, didn't, liked., anything, buy, he, did, get"
551587c8-85b4-4413-b49b-84ac3a631777,The rich man went to the auction.,No one dared to out bid him because they knew they would lose.,He only went to see what people would pay for the painting he's auctioning for charity.,The rich man bought everything that was up for auction. All the other people got mad that they couldn't win anything. The rich man was hated.,The rich man was pleased that the painting was sold for a lot of money. All the other people thought it was so generous of the man to auction it for charity. The rich man was respected.,"auction, so, generous, to, lot, pleased, a, it, of, respected., money., charity., thought, painting, sold"
201e295d-bf28-4678-8704-1f2c8a976f22,It had been raining for days.,The water came into the house and we couldn't pump it out in time.,We were glad our house stayed dry up on the hill.,We moved up to the second floor but were afraid of the stagnant water. Eventually a rescue boat came by and got us. We were relieved.,We moved up to the second floor to see out the windows. We saw a rescue boat saving people. We felt relieved for them.,"out, saving, see, for, them., people., felt, saw, windows., relieved"
201e295d-bf28-4678-8704-1f2c8a976f22,It had been raining for days.,The water came into the house and we couldn't pump it out in time.,We were glad our house stayed dry up on the hill.,We moved up to the second floor but were afraid of the stagnant water. Eventually a rescue boat came by and got us. We were relieved.,We looked out the window and saw a lot of stagnant water. Eventually the water level went down. We were relieved.,"out, lot, went, saw, looked, window, level, down., water"
201e295d-bf28-4678-8704-1f2c8a976f22,It had been raining for days.,The water came into the house and we couldn't pump it out in time.,We were glad our house stayed dry up on the hill.,We moved up to the second floor but were afraid of the stagnant water. Eventually a rescue boat came by and got us. We were relieved.,We were only worried about a possible mudslide. Eventually we decided to go on my grandparents' house downtown. I was relieved.,"decided, my, house, grandparents', about, mudslide., only, was, I, on, we, worried, possible, go, downtown."
68e2b013-5b5a-4203-87e2-0cf7761d3b1a,Yesterday I made a massive mistake.,I decided to defrost a hot pepper in the microwave.,I decided to defrost a steak in the microwave.,To my dismay the pepper caught on fire. I was horrified. The hardest part was eating it while it burned.,To my dismay the steak caught on fire. I was horrified. The hardest part was eating it while it burned.,steak
68e2b013-5b5a-4203-87e2-0cf7761d3b1a,Yesterday I made a massive mistake.,I decided to defrost a hot pepper in the microwave.,I decided to defrost a steak in the microwave.,To my dismay the pepper caught on fire. I was horrified. The hardest part was eating it while it burned.,To my dismay the steak caught on fire. I was horrified. The hardest part was eating it while it burned.,steak
4745d627-be9b-45f2-ad92-99c82cc83f85,Avery was married with children.,She was tired of her boring life.,Avery died suddenly one night.,"One day, she decided to meet up with an old boyfriend from college. She made poor decisions that night and was unfaithful to her husband. Avery regretted what she did the next day.","One day, her husband met up with her old boyfriend from college. She made poor decisions in college and was unfaithful to her old boyfriend. Her old boyfriend said Avery regretted what she did when they were together.","met, husband, boyfriend., when, Her, they, college, together., in, were, said"
87e225ce-9096-4442-aa10-36e4ad86ec6b,Last night was spent facedown on the bar.,I was having a wonderful time until the tenth shot.,I was having a wonderful time until my second glass of milk.,That was about the time I realized I drank too much. I dance with a man's wife and I kiss his mom. I was so embarrassed after the kiss.,That was about the time I realized I drank too much milk. I had to run to the restroom to poop. I was so embarrassed after the poop.,"much, restroom, to, milk., had, run, poop."
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,They had a huge fight and ended the date.,The next day he called her for a second date. He was worried she would refuse. To his relief she accepted.,The next day he called her to apologize. He was worried she would not accept his apology. To his relief she accepted it.,"not, accept, apology., to, apologize., it., accepted"
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,They had a huge fight and ended the date.,The next day he called her for a second date. He was worried she would refuse. To his relief she accepted.,"The next day he called her for a second date. He was worried she would refuse. Of course, she rejected the 2nd date offer.","course,, 2nd, Of, the, rejected, date, offer."
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,They had a huge fight and ended the date.,The next day he called her for a second date. He was worried she would refuse. To his relief she accepted.,The next day he called her for a second date. He was worried she would refuse. To his dismay she refused.,"dismay, refused."
cb8e189d-cc9a-44f2-98d4-cd0da79d729a,"We were on vacation, visiting great historical sites.",On our last day we went to a mysterious island.,On our last day we stayed in the hotel room.,"The tour guide said this is where political dissidents were exiled. We decided to explore the island on our own, and left the tour. We rented some bicycles and enjoyed traveling around the island.",We watched a documentary about an island where political dissidents were exiled. We decided we wanted to see the island and we left our room We rented some bicycles and enjoyed traveling around the island.,"see, an, wanted, documentary, room, we, watched, a, about"
cb8e189d-cc9a-44f2-98d4-cd0da79d729a,"We were on vacation, visiting great historical sites.",On our last day we went to a mysterious island.,On our last day we stayed in the hotel room.,"The tour guide said this is where political dissidents were exiled. We decided to explore the island on our own, and left the tour. We rented some bicycles and enjoyed traveling around the island.",The tour guide said this is the last destination. We decided to rest in the hotel. We ordered some food at the hotel.,"destination., ordered, hotel., food, at, in, rest, last"
